# Frequency (Hz), Power Spectrum (A^2/Hz)
1087.42676, 2.69725092e-07
1090.11841, 2.68044236e-08
1092.81006, 2.75059726e-08
1095.50171, 1.54269149e-08
1098.19336, 2.10575415e-08
1100.88501, 2.46568934e-08
1103.57666, 1.04890718e-08
1106.26831, 1.61130966e-08
1108.95996, 2.13708606e-08
1111.65161, 8.97871821e-09
1114.34326, 1.38754217e-08
1117.03491, 2.23222258e-08
1119.72656, 9.24684951e-09
1122.41821, 1.23247252e-08
1125.10986, 2.16251976e-08
1127.80151, 1.06155911e-08
1130.49316, 1.23577841e-08
1133.18481, 1.89901836e-08
1135.87646, 9.60438573e-09
1138.56812, 1.17092309e-08
1141.25977, 1.89724378e-08
1143.95142, 9.59273461e-09
1146.64307, 6.79415457e-09
1149.33472, 1.81632593e-08
1152.02637, 1.1952074e-08
1154.71802, 6.35430197e-09
1157.40967, 1.69385501e-08
1160.10132, 1.326661e-08
1162.79297, 7.28969551e-09
1165.48462, 1.80797883e-08
1168.17627, 1.5457168e-08
1170.86792, 6.66094291e-09
1173.55957, 1.40575498e-08
1176.25122, 1.35687896e-08
1178.94287, 7.33265404e-09
1181.63452, 1.3421193e-08
1184.32617, 1.52428097e-08
1187.01782, 5.47819834e-09
1189.70947, 9.89754501e-09
1192.40112, 1.41852903e-08
1195.09277, 6.0498424e-09
1197.78442, 9.69989244e-09
1200.47607, 1.69939902e-08
1203.16772, 7.85478438e-09
1205.85938, 8.58029026e-09
1208.55103, 1.49171964e-08
1211.24268, 8.18834511e-09
1213.93433, 8.13700929e-09
1216.62598, 1.79801365e-08
1219.31763, 9.3676249e-09
1222.00928, 6.59777255e-09
1224.70093, 1.52259787e-08
1227.39258, 8.64421779e-09
1230.08423, 5.51480772e-09
1232.77588, 1.41588083e-08
1235.46753, 8.43356407e-09
1238.15918, 4.20071533e-09
1240.85083, 1.19358603e-08
1243.54248, 1.1170858e-08
1246.23413, 6.12652773e-09
1248.92578, 1.10405862e-08
1251.61743, 1.12494813e-08
1254.30908, 6.08838047e-09
1257.00073, 1.10334799e-08
1259.69238, 1.13048442e-08
1262.38403, 5.01363662e-09
1265.07568, 1.10252705e-08
1267.76733, 1.32447333e-08
1270.45898, 5.49329915e-09
1273.15063, 9.29244148e-09
1275.84229, 1.25829134e-08
1278.53394, 6.35541042e-09
1281.22559, 8.4762144e-09
1283.91724, 1.22822943e-08
1286.60889, 4.60254901e-09
1289.30054, 6.72181688e-09
1291.99219, 1.14904015e-08
1294.68384, 4.74336526e-09
1297.37549, 1.24921792e-06
1300.06714, 4.69968654e-06
1302.75879, 1.10631447e-06
1305.45044, 4.51197479e-09
1308.14209, 1.05845777e-08
1310.83374, 5.52520341e-09
1313.52539, 3.95030053e-09
1316.21704, 1.07485931e-08
1318.90869, 6.42465148e-09
1321.60034, 4.40208447e-09
1324.29199, 9.55791091e-09
1326.98364, 6.67976963e-09
1329.67529, 4.05288247e-09
1332.36694, 8.98728114e-09
1335.05859, 6.9001902e-09
1337.75024, 3.50386919e-09
1340.44189, 8.07501799e-09
1343.13354, 7.24407512e-09
1345.8252, 3.95170607e-09
1348.51685, 7.41586614e-09
1351.2085, 6.86040424e-09
1353.90015, 3.75306897e-09
1356.5918, 6.88252921e-09
1359.28345, 6.97680669e-09
1361.9751, 2.55165844e-09
1364.66675, 5.05878583e-09
1367.3584, 7.61773933e-09
1370.05005, 2.73590528e-09
1372.7417, 4.43772841e-09
1375.43335, 7.40255945e-09
1378.125, 3.21186566e-09
1380.81665, 4.62706273e-09
1383.5083, 8.34875724e-09
1386.19995, 3.5214871e-09
1388.8916, 3.80360898e-09
1391.58325, 6.48672716e-09
1394.2749, 3.51829854e-09
1396.96655, 3.155465e-09
1399.6582, 6.52206822e-09
1402.34985, 3.57802032e-09
1405.0415, 2.50894772e-09
1407.73315, 5.62697977e-09
1410.4248, 3.83972099e-09
1413.11646, 2.23309637e-09
1415.80811, 5.4970708e-09
1418.49976, 4.477275e-09
1421.19141, 2.51267696e-09
1423.88306, 4.60834393e-09
1426.57471, 4.44031834e-09
1429.26636, 2.15378293e-09
1431.95801, 4.87404517e-09
1434.64966, 5.28364597e-09
1437.34131, 2.13701368e-09
1440.03296, 3.93993327e-09
1442.72461, 4.75866679e-09
1445.41626, 1.97673211e-09
1448.10791, 3.49660856e-09
1450.79956, 4.75878803e-09
1453.49121, 1.76747772e-09
1456.18286, 2.42328824e-09
1458.87451, 4.39299441e-09
1461.56616, 2.68095746e-09
1464.25781, 2.37836884e-09
1466.94946, 4.31571978e-09
1469.64111, 2.61973421e-09
1472.33276, 2.23655849e-09
1475.02441, 4.24305302e-09
1477.71606, 2.25404739e-09
1480.40771, 1.75082937e-09
1483.09937, 3.94126731e-09
1485.79102, 2.35961695e-09
1488.48267, 1.6545737e-09
1491.17432, 3.55349061e-09
1493.86597, 2.53636445e-09
1496.55762, 1.81971782e-09
1499.24927, 3.80247123e-09
1501.94092, 2.48741094e-09
1504.63257, 1.24845656e-09
1507.32422, 3.09585402e-09
1510.01587, 3.10628412e-09
1512.70752, 4.2578332e-08
1515.39917, 9.31498619e-07
1518.09082, 8.74302145e-07
1520.78247, 3.19739399e-08
1523.47412, 2.85617818e-09
1526.16577, 2.66011346e-09
1528.85742, 1.08233367e-09
1531.54907, 2.0430575e-09
1534.24072, 2.79442935e-09
1536.93237, 1.20311561e-09
1539.62402, 1.7828955e-09
1542.31567, 2.40820919e-09
1545.00732, 1.09091536e-09
1547.69897, 1.49427692e-09
1550.39062, 2.34988295e-09
1553.08228, 9.86475901e-10
1555.77393, 1.3395719e-09
1558.46558, 2.21722507e-09
1561.15723, 1.09195475e-09
1563.84888, 1.25963617e-09
1566.54053, 1.94418881e-09
1569.23218, 1.02246378e-09
1571.92383, 1.23167765e-09
1574.61548, 1.85710503e-09
1577.30713, 9.63805258e-10
1579.99878, 6.73050282e-10
1582.69043, 1.66508807e-09
1585.38208, 1.13628651e-09
1588.07373, 6.1728711e-10
1590.76538, 1.46971768e-09
1593.45703, 1.15126197e-09
1596.14868, 6.73498146e-10
1598.84033, 1.55957647e-09
1601.53198, 1.3254956e-09
1604.22363, 5.82301096e-10
1606.91528, 1.1331498e-09
1609.60693, 1.07700426e-09
1612.29858, 5.90443416e-10
1614.99023, 9.86842386e-10
1617.68188, 1.14654708e-09
1620.37354, 4.95982033e-10
1623.06519, 7.54846963e-10
1625.75684, 9.81342896e-10
1628.44849, 4.32131303e-10
1631.14014, 6.04773454e-10
1633.83179, 1.02213871e-09
1636.52344, 5.38479872e-10
1639.21509, 6.11049544e-10
1641.90674, 9.31230149e-10
1644.59839, 5.59822355e-10
1647.29004, 5.81748871e-10
1649.98169, 1.16529542e-09
1652.67334, 7.75587983e-10
1655.36499, 5.7133448e-10
1658.05664, 9.70611591e-10
1660.74829, 6.20411222e-10
1663.43994, 4.64070143e-10
1666.13159, 7.81730791e-10
1668.82324, 5.1873239e-10
1671.51489, 3.81085857e-10
1674.20654, 6.89769353e-10
1676.89819, 6.60642929e-10
1679.58984, 4.07169687e-10
1682.28149, 5.53239732e-10
1684.97314, 5.29645827e-10
1687.66479, 2.90484664e-10
1690.35645, 4.31541358e-10
1693.0481, 4.70802952e-10
1695.73975, 2.94550939e-10
1698.4314, 4.24113439e-10
1701.12305, 4.55213867e-10
1703.8147, 2.19351037e-10
1706.50635, 2.76709156e-10
1709.198, 3.42580825e-10
1711.88965, 2.38923548e-10
1714.5813, 3.29447747e-10
1717.27295, 4.38000747e-10
1719.9646, 3.60368152e-10
1722.65625, 4.08258566e-10
1725.3479, 4.86196972e-10
1728.03955, 3.54560298e-10
1730.7312, 2.01522692e-08
1733.42285, 7.40300763e-08
1736.1145, 1.73325212e-08
1738.80615, 2.92428692e-10
1741.4978, 3.56997959e-10
1744.18945, 2.03366407e-10
1746.8811, 1.47507728e-10
1749.57275, 2.64299194e-10
1752.2644, 3.19442445e-10
1754.95605, 3.79737131e-10
1757.64771, 4.25161351e-10
1760.33936, 3.43297224e-10
1763.03101, 2.3221057e-10
1765.72266, 1.67354824e-10
1768.41431, 1.56238023e-10
1771.10596, 1.87380972e-10
1773.79761, 2.24008381e-10
1776.48926, 2.03744688e-10
1779.18091, 1.65501515e-10
1781.87256, 1.37097639e-10
1784.56421, 1.19871904e-10
1787.25586, 1.07312811e-10
1789.94751, 8.83901216e-11
1792.63916, 9.06393363e-11
1795.33081, 1.06400569e-10
1798.02246, 1.15287134e-10
1800.71411, 1.11843562e-10
1803.40576, 9.789871e-11
1806.09741, 8.14003032e-11
1808.78906, 7.66164077e-11
1811.48071, 9.66415906e-11
1814.17236, 1.11545467e-10
1816.86401, 1.25942604e-10
1819.55566, 1.38461076e-10
1822.24731, 1.12011407e-10
1824.93896, 1.00574639e-10
1827.63062, 1.37272832e-10
1830.32227, 1.61626726e-10
1833.01392, 1.61748753e-10
1835.70557, 1.35598754e-10
1838.39722, 1.43107179e-10
1841.08887, 1.54047886e-10
1843.78052, 1.69818742e-10
1846.47217, 1.69963016e-10
1849.16382, 2.05887613e-10
1851.85547, 2.43152026e-10
1854.54712, 1.92017333e-10
1857.23877, 1.77030932e-10
1859.93042, 1.56315655e-10
1862.62207, 1.29399463e-10
1865.31372, 1.85193555e-10
1868.00537, 2.02001749e-10
1870.69702, 2.14507398e-10
1873.38867, 3.21193516e-10
1876.08032, 3.34871825e-10
1878.77197, 3.18394311e-10
1881.46362, 4.14897283e-10
1884.15527, 5.28615929e-10
1886.84692, 4.53551779e-10
1889.53857, 5.03246611e-10
1892.23022, 5.80362702e-10
1894.92188, 4.88979468e-10
1897.61353, 4.33730468e-10
1900.30518, 5.19006449e-10
1902.99683, 3.83792165e-10
1905.68848, 3.20181825e-10
1908.38013, 4.28170083e-10
1911.07178, 3.00866165e-10
1913.76343, 3.10357129e-10
1916.45508, 5.22123789e-10
1919.14673, 3.7140499e-10
1921.83838, 3.31676658e-10
1924.53003, 5.29555177e-10
1927.22168, 3.49934887e-10
1929.91333, 2.40937853e-10
1932.60498, 4.82050899e-10
1935.29663, 4.13419715e-10
1937.98828, 3.31203703e-10
1940.67993, 5.3894128e-10
1943.37158, 5.43389111e-10
1946.06323, 7.17923498e-09
1948.75488, 1.48398158e-07
1951.44653, 1.36683056e-07
1954.13818, 4.94803931e-09
1956.82983, 6.13428475e-10
1959.52148, 5.72795977e-10
1962.21313, 3.11269344e-10
1964.90479, 5.19630283e-10
1967.59644, 6.81408485e-10
1970.28809, 3.33283873e-10
1972.97974, 5.03947828e-10
1975.67139, 6.91016189e-10
1978.36304, 3.35468708e-10
1981.05469, 5.41452605e-10
1983.74634, 8.38109471e-10
1986.43799, 4.4211379e-10
1989.12964, 5.99676475e-10
1991.82129, 9.51700718e-10
1994.51294, 5.60699709e-10
1997.20459, 6.22615293e-10
1999.89624, 8.84389673e-10
2002.58789, 5.544184e-10
2005.27954, 7.0467232e-10
2007.97119, 1.11473242e-09
2010.66284, 8.01265332e-10
2013.35449, 1.05832898e-09
2016.04614, 1.95257988e-09
2018.73779, 1.64465985e-09
2021.42944, 1.28848021e-09
2024.12109, 1.52402635e-09
2026.81274, 1.00388331e-09
2029.50439, 5.9262989e-10
2032.19604, 1.25394295e-09
2034.8877, 1.09045672e-09
2037.57935, 6.22787044e-10
2040.271, 1.11388132e-09
2042.96265, 1.07183118e-09
2045.6543, 6.81360579e-10
2048.34595, 1.07683684e-09
2051.0376, 1.21066368e-09
2053.72925, 5.79422177e-10
2056.4209, 9.00838015e-10
2059.11255, 1.18059296e-09
2061.8042, 5.63928682e-10
2064.49585, 8.48633164e-10
2067.1875, 1.42090717e-09
2069.87915, 7.12643222e-10
2072.5708, 8.28434266e-10
2075.26245, 1.42069112e-09
2077.9541, 8.23726698e-10
2080.64575, 9.32219302e-10
2083.3374, 2.02197126e-09
2086.02905, 1.11760967e-09
2088.7207, 8.3639845e-10
2091.41235, 1.74168679e-09
2094.104, 1.03009734e-09
2096.79565, 8.0196888e-10
2099.4873, 1.81682225e-09
2102.17896, 1.18488197e-09
2104.87061, 7.29223404e-10
2107.56226, 1.59802371e-09
2110.25391, 1.52465141e-09
2112.94556, 9.31049737e-10
2115.63721, 1.5885453e-09
2118.32886, 1.55251878e-09
2121.02051, 9.29275767e-10
2123.71216, 1.71003056e-09
2126.40381, 1.74869297e-09
2129.09546, 8.72706463e-10
2131.78711, 1.68462699e-09
2134.47876, 1.98127892e-09
2137.17041, 9.74005543e-10
2139.86206, 1.61194502e-09
2142.55371, 2.14235962e-09
2145.24536, 1.02542652e-09
2147.93701, 1.47984813e-09
2150.62866, 2.24970953e-09
2153.32031, 8.58863813e-10
2156.01196, 1.28243305e-09
2158.70361, 2.28114505e-09
2161.39526, 1.03023223e-09
2164.08691, 2.6756851e-07
2166.77856, 9.66309472e-07
2169.47021, 2.1850903e-07
2172.16187, 1.10327991e-09
2174.85352, 2.53743382e-09
2177.54517, 1.41410417e-09
2180.23682, 1.19866816e-09
2182.92847, 2.81938251e-09
2185.62012, 1.76444603e-09
2188.31177, 1.29266564e-09
2191.00342, 2.56826072e-09
2193.69507, 1.80228688e-09
2196.38672, 1.21066901e-09
2199.07837, 2.61258859e-09
2201.77002, 2.01862171e-09
2204.46167, 1.13185172e-09
2207.15332, 2.40996645e-09
2209.84497, 2.21099428e-09
2212.53662, 1.33625766e-09
2215.22827, 2.29786923e-09
2217.91992, 2.17448304e-09
2220.61157, 1.38228307e-09
2223.30322, 2.39569897e-09
2225.99487, 2.3101614e-09
2228.68652, 9.10240106e-10
2231.37817, 1.93168281e-09
2234.06982, 2.90204927e-09
2236.76147, 1.14172394e-09
2239.45312, 1.88112925e-09
2242.14478, 3.02115133e-09
2244.83643, 1.53592639e-09
2247.52808, 2.04921746e-09
2250.21973, 3.399244e-09
2252.91138, 1.48068102e-09
2255.60303, 1.72808989e-09
2258.29468, 2.93671887e-09
2260.98633, 1.72691339e-09
2263.67798, 1.7236288e-09
2266.36963, 3.20818505e-09
2269.06128, 1.73691106e-09
2271.75293, 1.27881039e-09
2274.44458, 2.75180057e-09
2277.13623, 1.82882387e-09
2279.82788, 1.17348575e-09
2282.51953, 2.97598457e-09
2285.21118, 2.43374454e-09
2287.90283, 1.54432245e-09
2290.59448, 2.8737257e-09
2293.28613, 2.80905232e-09
2295.97778, 1.63767144e-09
2298.66943, 3.53803165e-09
2301.36108, 3.74731046e-09
2304.05273, 1.68233882e-09
2306.74438, 2.9838878e-09
2309.43604, 3.44137296e-09
2312.12769, 1.34737932e-09
2314.81934, 2.42434117e-09
2317.51099, 3.29899419e-09
2320.20264, 1.1971717e-09
2322.89429, 1.7527455e-09
2325.58594, 3.33381811e-09
2328.27759, 2.24781638e-09
2330.96924, 2.08311057e-09
2333.66089, 3.48384632e-09
2336.35254, 2.11043649e-09
2339.04419, 2.05897654e-09
2341.73584, 3.84777055e-09
2344.42749, 2.10721129e-09
2347.11914, 1.83023707e-09
2349.81079, 4.01137434e-09
2352.50244, 2.33727815e-09
2355.19409, 1.58931202e-09
2357.88574, 3.70471231e-09
2360.57739, 2.51758525e-09
2363.26904, 1.79663351e-09
2365.96069, 4.03776701e-09
2368.65234, 2.56334975e-09
2371.34399, 1.31662214e-09
2374.03564, 3.66117781e-09
2376.72729, 3.90281674e-09
2379.41895, 6.13969959e-08
2382.1106, 1.26740758e-06
2384.80225, 1.14692182e-06
2387.4939, 3.91933952e-08
2390.18555, 4.58852911e-09
2392.8772, 4.47533433e-09
2395.56885, 2.35907538e-09
2398.2605, 3.99727496e-09
